Collection_No	Collection_Date	Genus	Species	Race	Sex	General_Notes	WildOrReared	Collection_No	Collection_Site	Dept._Province	Country	Latitude	Longitude	Altitude	Collector	Collection_Notes	IsWild
JM1361		Heliconius	erato	Peru HZ	m	no date	Wild	JM1361	"1.5 km below Pongo de Cainarache, between Rio Cainarache and Mt range"	DS25	Peru						wild
JM1364		Heliconius	erato	Peru HZ	m	no date	Wild	JM1364	KN 58 T-Y	DS24	Peru						wild
JM1365		Heliconius	erato	Peru HZ	m	no date	Wild	JM1365	KN 58 T-Y	DS24	Peru						wild
JM1366		Heliconius	erato	Peru HZ	f	no date	Wild	JM1366	KN 58 T-Y	DS24	Peru						wild
								JM1366	KN 58 T-Y	DS24	Peru						wild
JM1366		Heliconius	erato	Peru HZ	f	no date	Wild	JM1366	KN 58 T-Y	DS24	Peru						wild
								JM1366	KN 58 T-Y	DS24	Peru						wild
JM1367		Heliconius	erato	Peru HZ	m	no date	Wild	JM1367	KN 58 T-Y	DS24	Peru						wild
JM1368		Heliconius	erato	Peru HZ	m	no date	Wild	JM1368	KN 58 T-Y	DS24	Peru						wild
JM1369		Heliconius	erato	Peru HZ	m	no date	Wild	JM1369	KN 58 T-Y	DS24	Peru						wild
JM1370		Heliconius	erato	Peru HZ	m	no date	Wild	JM1370	KN 58 T-Y	DS24	Peru						wild
JM1371		Heliconius	erato	Peru HZ	m	no date	Wild	JM1371	KN 58 T-Y	DS24	Peru						wild
JM1372		Heliconius	erato	Peru HZ	f	no date	Wild	JM1372	KN 58 T-Y	DS24	Peru						wild
JM1373		Heliconius	erato	Peru HZ	f	no date	Wild	JM1373	KN 58 T-Y	DS24	Peru						wild
JM1375		Heliconius	erato	Peru HZ	m	no date	Wild	JM1375	KN 58 T-Y	DS24	Peru						wild
JM1376		Heliconius	erato	Peru HZ	m	no date	Wild	JM1376	KN 58 T-Y	DS24	Peru						wild
JM1377		Heliconius	erato	Peru HZ	m	no date	Wild	JM1377	KN 58 T-Y	DS24	Peru						wild
JM1381		Heliconius	erato	Peru HZ	m	no date	Wild	JM1381	KN 58 T-Y	DS24	Peru						wild
JM1382		Heliconius	erato	Peru HZ	m	no date	Wild	JM1382	KN 58 T-Y	DS24	Peru						wild
JM1383		Heliconius	erato	Peru HZ	m	no date	Wild	JM1383	KN 58 T-Y	DS24	Peru						wild
JM1384		Heliconius	erato	Peru HZ	f	no date	Wild	JM1384	KN 58 T-Y	DS24	Peru						wild
JM1386		Heliconius	erato	Peru HZ	m	no date	Wild	JM1386	KN 58 T-Y	DS24	Peru						wild
JM1389		Heliconius	erato	Peru HZ	f	no date	Wild	JM1389	"KN 46 - 47 Tarapoto - Y, 340 M"	DS20	Peru						wild
JM1390		Heliconius	erato	Peru HZ	m	no date	Wild	JM1390	"KN 46 - 47 Tarapoto - Y, 340 M"	DS20	Peru						wild
JM1391		Heliconius	erato	Peru HZ	m	no date	Wild	JM1391	"KN 46 - 47 Tarapoto - Y, 340 M"	DS20	Peru						wild
JM1392		Heliconius	erato	Peru HZ	m	no date	Wild	JM1392	"KN 46 - 47 Tarapoto - Y, 340 M"	DS20	Peru						wild
JM1399		Heliconius	erato	Peru HZ	m	no date	Wild	JM1399	"Convento, km 68 T-Y 270M"	DS28	Peru						wild
JM1401		Heliconius	erato	Peru HZ	f	no date	Wild	JM1401	"Convento, km 68 T-Y 270M"	DS28	Peru						wild
JM1411		Heliconius	erato	Peru HZ	f	no date	Wild	JM1411	KN 58 T-Y	DS24	Peru						wild
JM1412		Heliconius	erato	Peru HZ	f	no date	Wild	JM1412	KN 58 T-Y	DS24	Peru						wild
JM1413		Heliconius	erato	Peru HZ	m	no date	Wild	JM1413	KN 58 T-Y	DS24	Peru						wild
JM1415		Heliconius	erato	Peru HZ	m	no date	Wild	JM1415	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1416		Heliconius	erato	Peru HZ	f	no date	Wild	JM1416	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1418		Heliconius	erato	Peru HZ	f	no date	Wild	JM1418	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1419		Heliconius	erato	Peru HZ	m	no date	Wild	JM1419	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1420		Heliconius	erato	Peru HZ	m	no date	Wild	JM1420	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1421		Heliconius	erato	Peru HZ	m	no date	Wild	JM1421	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1424		Heliconius	erato	Peru HZ	m	no date	Wild	JM1424	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1425		Heliconius	erato	Peru HZ	m	no date	Wild	JM1425	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1426		Heliconius	erato	Peru HZ	m	no date	Wild	JM1426	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1427		Heliconius	erato	Peru HZ	m	no date	Wild	JM1427	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1429		Heliconius	erato	Peru HZ	m	no date	Wild	JM1429	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1430		Heliconius	erato	Peru HZ	m	no date	Wild	JM1430	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1433		Heliconius	erato	Peru HZ	m	no date	Wild	JM1433	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1435		Heliconius	erato	Peru HZ	f	no date	Wild	JM1435	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1436		Heliconius	erato	Peru HZ	m	no date	Wild	JM1436	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1437		Heliconius	erato	Peru HZ	m	no date	Wild	JM1437	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1438		Heliconius	erato	Peru HZ	m	no date	Wild	JM1438	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1443		Heliconius	erato	Peru HZ	f	no date	Wild	JM1443	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1445		Heliconius	erato	Peru HZ	f	no date	Wild	JM1445	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1446		Heliconius	erato	Peru HZ	f	no date	Wild	JM1446	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1447		Heliconius	erato	Peru HZ	m	no date	Wild	JM1447	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1448		Heliconius	erato	Peru HZ	m	no date	Wild	JM1448	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1451		Heliconius	erato	Peru HZ	m	no date	Wild	JM1451	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1452		Heliconius	erato	Peru HZ	m	no date	Wild	JM1452	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1454		Heliconius	erato	Peru HZ	m	no date	Wild	JM1454	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1462		Heliconius	erato	Peru HZ	f	no date	Wild	JM1462	"Cerro Isco, Nr Shapajilla"	DS25b	Peru						wild
JM1463		Heliconius	erato	Peru HZ	m	no date	Wild	JM1463	"Cerro Isco, Nr Shapajilla"	DS25b	Peru						wild
JM1464		Heliconius	erato	Peru HZ	f	no date	Wild	JM1464	"Cerro Isco, Nr Shapajilla"	DS25b	Peru						wild
JM1465		Heliconius	erato	Peru HZ	f	no date	Wild	JM1465	"Cerro Isco, Nr Shapajilla"	DS25b	Peru						wild
JM1466		Heliconius	erato	Peru HZ	m	no date	Wild	JM1466	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1467		Heliconius	erato	Peru HZ	m	no date	Wild	JM1467	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1468		Heliconius	erato	Peru HZ	m	no date	Wild	JM1468	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1469		Heliconius	erato	Peru HZ	m	no date	Wild	JM1469	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1470		Heliconius	erato	Peru HZ	m	no date	Wild	JM1470	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1471		Heliconius	erato	Peru HZ	f	no date	Wild	JM1471	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1472		Heliconius	erato	Peru HZ	f	no date	Wild	JM1472	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1473		Heliconius	erato	Peru HZ	f	no date	Wild	JM1473	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1474		Heliconius	erato	Peru HZ	m	no date	Wild	JM1474	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1475		Heliconius	erato	Peru HZ	m	no date	Wild	JM1475	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1476		Heliconius	erato	Peru HZ	m	no date	Wild	JM1476	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1477		Heliconius	erato	Peru HZ	f	no date	Wild	JM1477	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1478		Heliconius	erato	Peru HZ	m	no date	Wild	JM1478	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1479		Heliconius	erato	Peru HZ	f	no date	Wild	JM1479	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1480		Heliconius	erato	Peru HZ	f	no date	Wild	JM1480	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1481		Heliconius	erato	Peru HZ	m	no date	Wild	JM1481	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1482		Heliconius	erato	Peru HZ	m	no date	Wild	JM1482	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1484		Heliconius	erato	Peru HZ	m	no date	Wild	JM1484	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1485		Heliconius	erato	Peru HZ	m	no date	Wild	JM1485	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1487		Heliconius	erato	Peru HZ	f	no date	Wild	JM1487	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1488		Heliconius	erato	Peru HZ	f	no date	Wild	JM1488	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1490		Heliconius	erato	Peru HZ	m	no date	Wild	JM1490	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1491		Heliconius	erato	Peru HZ	m	no date	Wild	JM1491	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1492		Heliconius	erato	Peru HZ	m	no date	Wild	JM1492	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1494		Heliconius	erato	Peru HZ	m	no date	Wild	JM1494	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1495		Heliconius	erato	Peru HZ	f	no date	Wild	JM1495	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1496		Heliconius	erato	Peru HZ	m	no date	Wild	JM1496	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1497		Heliconius	erato	Peru HZ	f	no date	Wild	JM1497	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1498		Heliconius	erato	Peru HZ	m	no date	Wild	JM1498	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1501		Heliconius	erato	Peru HZ	m	no date	Wild	JM1501	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1502		Heliconius	erato	Peru HZ	m	no date	Wild	JM1502	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1503		Heliconius	erato	Peru HZ	f	no date	Wild	JM1503	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1504		Heliconius	erato	Peru HZ	m	no date	Wild	JM1504	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1505		Heliconius	erato	Peru HZ	f	no date	Wild	JM1505	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1506		Heliconius	erato	Peru HZ	m	no date	Wild	JM1506	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1507		Heliconius	erato	Peru HZ	m	no date	Wild	JM1507	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1509		Heliconius	erato	Peru HZ	f	no date	Wild	JM1509	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1510		Heliconius	erato	Peru HZ	m	no date	Wild	JM1510	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM1511		Heliconius	erato	Peru HZ	m	no date	Wild	JM1511	"Tarapoto, Rio Shilcayo, 350M, NR Toma de agua"	DS06	Peru						wild
JM1513		Heliconius	erato	Peru HZ	m	no date	Wild	JM1513	"Tarapoto, Rio Shilcayo, 350M, NR Toma de agua"	DS06	Peru						wild
JM1514		Heliconius	erato	Peru HZ	m	no date	Wild	JM1514	"Tarapoto, Rio Shilcayo, 350M, NR Toma de agua"	DS06	Peru						wild
JM1515		Heliconius	erato	Peru HZ	m	no date	Wild	JM1515	"Tarapoto, Rio Shilcayo, 350M, NR Toma de agua"	DS06	Peru						wild
JM1526		Heliconius	erato	Peru HZ	m	no date	Wild	JM1526	"Chazuta, Rio Huallaga, 220-320M"	DS01	Peru						wild
JM1527		Heliconius	erato	Peru HZ	m	no date	Wild	JM1527	"Chazuta, Rio Huallaga, 220-320M"	DS02	Peru						wild
JM1529		Heliconius	erato	Peru HZ	m	no date	Wild	JM1529	"Chazuta, Rio Huallaga, 220-320M"	DS04	Peru						wild
JM1530		Heliconius	erato	Peru HZ	m	no date	Wild	JM1530	"Chazuta, Rio Huallaga, 220-320M"	DS04	Peru						wild
JM1531		Heliconius	erato	Peru HZ	m	no date	Wild	JM1531	"Chazuta, Rio Huallaga, 220-320M"	DS03	Peru						wild
JM1532		Heliconius	erato	Peru HZ	m	no date	Wild	JM1532	"Chazuta, Rio Huallaga, 220-320M"	DS03	Peru						wild
JM1535		Heliconius	erato	Peru HZ	m	no date	Wild	JM1535	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM1537		Heliconius	erato	Peru HZ	m	no date	Wild	JM1537	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM1538		Heliconius	erato	Peru HZ	m	no date	Wild	JM1538	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM1541		Heliconius	erato	Peru HZ	f	no date	Wild	JM1541	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM1542		Heliconius	erato	Peru HZ	m	no date	Wild	JM1542	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM1545		Heliconius	erato	Peru HZ	m	no date	Wild	JM1545	"Chazuta, Rio Huallaga, 220-320M"	DS01	Peru						wild
JM1547		Heliconius	erato	Peru HZ	f	no date	Wild	JM1547	"Chazuta, Rio Huallaga, 220-320M"	DS02	Peru						wild
JM1548		Heliconius	erato	Peru HZ	m	no date	Wild	JM1548	"Chazuta, Rio Huallaga, 220-320M"	DS02	Peru						wild
JM1549		Heliconius	erato	Peru HZ	m	no date	Wild	JM1549	"Chazuta, Rio Huallaga, 220-320M"	DS02	Peru						wild
JM1550		Heliconius	erato	Peru HZ	f	no date	Wild	JM1550	"Chazuta, Rio Huallaga, 220-320M"	DS03	Peru						wild
JM1551		Heliconius	erato	Peru HZ	m	no date	Wild	JM1551	"Chazuta, Rio Huallaga, 220-320M"	DS03	Peru						wild
JM1552		Heliconius	erato	Peru HZ	m	no date	Wild	JM1552	"Chazuta, Rio Huallaga, 220-320M"	DS03	Peru						wild
JM1553		Heliconius	erato	Peru HZ	m	no date	Wild	JM1553	"Chazuta, Rio Huallaga, 220-320M"	DS03	Peru						wild
JM1554		Heliconius	erato	Peru HZ	m	no date	Wild	JM1554	"Chazuta, Rio Huallaga, 220-320M"	DS03	Peru						wild
JM1555		Heliconius	erato	Peru HZ	m	no date	Wild	JM1555	"Chazuta, Rio Huallaga, 220-320M"	DS03	Peru						wild
JM1556		Heliconius	erato	Peru HZ	m	no date	Wild	JM1556	"Chazuta, Rio Huallaga, 220-320M"	DS04	Peru						wild
JM1557		Heliconius	erato	Peru HZ	f	no date	Wild	JM1557	"Chazuta, Rio Huallaga, 220-320M"	DS04	Peru						wild
JM1559		Heliconius	erato	Peru HZ	m	no date	Wild	JM1559	"KN 30 T - Y Rio Tiraco, 570 M"	DS17	Peru						wild
JM1560		Heliconius	erato	Peru HZ	m	no date	Wild	JM1560	"KN 30 T - Y Rio Tiraco, 570 M"	DS17	Peru						wild
JM1562		Heliconius	erato	Peru HZ	m	no date	Wild	JM1562	"KN 30 T - Y Rio Tiraco, 570 M"	DS17	Peru						wild
JM1563		Heliconius	erato	Peru HZ	m	no date	Wild	JM1563	"KN 30 T - Y Rio Tiraco, 570 M"	DS17	Peru						wild
JM1564		Heliconius	erato	Peru HZ	m	no date	Wild	JM1564	"KN 30 T - Y Rio Tiraco, 570 M"	DS17	Peru						wild
JM1567		Heliconius	erato	Peru HZ	f	no date	Wild	JM1567	"KN 30 T - Y Rio Tiraco, 570 M"	DS17	Peru						wild
JM1568		Heliconius	erato	Peru HZ	f	no date	Wild	JM1568	"KN 30 T - Y Rio Tiraco, 570 M"	DS17	Peru						wild
JM1574		Heliconius	erato	Peru HZ	m	no date	Wild	JM1574	"Santa Rosa de Davidcillo, km 72 T-Y"	DS30	Peru						wild
JM1575		Heliconius	erato	Peru HZ	m	no date	Wild	JM1575	"Santa Rosa de Davidcillo, km 72 T-Y"	DS30	Peru						wild
JM1576		Heliconius	erato	Peru HZ	f	no date	Wild	JM1576	"Santa Rosa de Davidcillo, km 72 T-Y"	DS30	Peru						wild
JM1577		Heliconius	erato	Peru HZ	m	no date	Wild	JM1577	"Santa Rosa de Davidcillo, km 72 T-Y"	DS30	Peru						wild
JM1578		Heliconius	erato	Peru HZ	m	no date	Wild	JM1578	"Santa Rosa de Davidcillo, km 72 T-Y"	DS30	Peru						wild
JM1579		Heliconius	erato	Peru HZ	m	no date	Wild	JM1579	"Santa Rosa de Davidcillo, km 72 T-Y"	DS30	Peru						wild
JM1581		Heliconius	erato	Peru HZ	m	no date	Wild	JM1581	"Santa Rosa de Davidcillo, km 72 T-Y"	DS30	Peru						wild
JM1582		Heliconius	erato	Peru HZ	f	no date	Wild	JM1582	"Santa Rosa de Davidcillo, km 72 T-Y"	DS30	Peru						wild
JM1583		Heliconius	erato	Peru HZ	m	no date	Wild	JM1583	"Santa Rosa de Davidcillo, km 72 T-Y"	DS31	Peru						wild
JM1584		Heliconius	erato	Peru HZ	m	no date	Wild	JM1584	"Santa Rosa de Davidcillo, km 72 T-Y"	DS31	Peru						wild
JM1585		Heliconius	erato	Peru HZ	m	no date	Wild	JM1585	"Santa Rosa de Davidcillo, km 72 T-Y"	DS32	Peru						wild
JM1586		Heliconius	erato	Peru HZ	m/f	no date	Wild	JM1586	"Santa Rosa de Davidcillo, km 72 T-Y"	DS32	Peru						wild
JM1587		Heliconius	erato	Peru HZ	m/f	no date	Wild	JM1587	"Santa Rosa de Davidcillo, km 72 T-Y"	DS32	Peru						wild
JM1588		Heliconius	erato	Peru HZ	m	no date	Wild	JM1588	"Santa Rosa de Davidcillo, km 72 T-Y"	DS33	Peru						wild
JM1589		Heliconius	erato	Peru HZ	f	no date	Wild	JM1589	"Santa Rosa de Davidcillo, km 72 T-Y"	DS30	Peru						wild
JM1590		Heliconius	erato	Peru HZ	f	no date	Wild	JM1590	above Shapajilla	DS25c	Peru						wild
JM1591		Heliconius	erato	Peru HZ	m	no date	Wild	JM1591	above Shapajilla	DS25c	Peru						wild
JM1602		Heliconius	erato	Peru HZ	m	no date	Wild	JM1602	Uk	Uk							wild
JM1605		Heliconius	erato	Peru HZ	f	no date	Wild	JM1605	above Shapajilla	DS25c	Peru						wild
JM1606		Heliconius	erato	Peru HZ	f	no date	Wild	JM1606	above Shapajilla	DS25c	Peru						wild
JM1607		Heliconius	erato	Peru HZ	m	no date	Wild	JM1607	above Shapajilla	DS25c	Peru						wild
JM1608		Heliconius	erato	Peru HZ	m	no date	Wild	JM1608	above Shapajilla	DS25c	Peru						wild
JM1609		Heliconius	erato	Peru HZ	m	no date	Wild	JM1609	above Shapajilla	DS25c	Peru						wild
JM1611		Heliconius	erato	Peru HZ	f	no date	Wild	JM1611	above Shapajilla	DS25c	Peru						wild
JM1613		Heliconius	erato	Peru HZ	m	no date	Wild	JM1613	above Shapajilla	DS25c	Peru						wild
JM1614		Heliconius	erato	Peru HZ	m	no date	Wild	JM1614	above Shapajilla	DS25c	Peru						wild
JM1616		Heliconius	erato	Peru HZ	f	no date	Wild	JM1616	above Shapajilla	DS25c	Peru						wild
JM1617		Heliconius	erato	Peru HZ	f	no date	Wild	JM1617	above Shapajilla	DS25c	Peru						wild
JM1618		Heliconius	erato	Peru HZ	m	no date	Wild	JM1618	above Shapajilla	DS25c	Peru						wild
JM1619		Heliconius	erato	Peru HZ	m	no date	Wild	JM1619	above Shapajilla	DS25c	Peru						wild
JM1620		Heliconius	erato	Peru HZ	m	no date	Wild	JM1620	above Shapajilla	DS25c	Peru						wild
JM1621		Heliconius	erato	Peru HZ	f	no date	Wild	JM1621	above Shapajilla	DS25c	Peru						wild
JM1622		Heliconius	erato	Peru HZ	f	no date	Wild	JM1622	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1624		Heliconius	erato	Peru HZ	m	no date	Wild	JM1624	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1625		Heliconius	erato	Peru HZ	m	no date	Wild	JM1625	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1627		Heliconius	erato	Peru HZ	m	no date	Wild	JM1627	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1628		Heliconius	erato	Peru HZ	m	no date	Wild	JM1628	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1629		Heliconius	erato	Peru HZ	m	no date	Wild	JM1629	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1631		Heliconius	erato	Peru HZ	m	no date	Wild	JM1631	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1632		Heliconius	erato	Peru HZ	f	no date	Wild	JM1632	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1634		Heliconius	erato	Peru HZ	f	no date	Wild	JM1634	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1639		Heliconius	erato	Peru HZ	m	no date	Wild	JM1639	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1641		Heliconius	erato	Peru HZ	f	no date	Wild	JM1641	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1642		Heliconius	erato	Peru HZ	f	no date	Wild	JM1642	KN 58 T-Y	DS24	Peru						wild
JM1643		Heliconius	erato	Peru HZ	f	no date	Wild	JM1643	KN 58 T-Y	DS24	Peru						wild
JM1694		Heliconius	erato	Peru HZ	m	no date	Wild	JM1694	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1695		Heliconius	erato	Peru HZ	f	no date	Wild	JM1695	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1697		Heliconius	erato	Peru HZ	m	no date	Wild	JM1697	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1699		Heliconius	erato	Peru HZ	m	no date	Wild	JM1699	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1700		Heliconius	erato	Peru HZ	m	no date	Wild	JM1700	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1701		Heliconius	erato	Peru HZ	m	no date	Wild	JM1701	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1704		Heliconius	erato	Peru HZ	m	no date	Wild	JM1704	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1706		Heliconius	erato	Peru HZ	m	no date	Wild	JM1706	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1707		Heliconius	erato	Peru HZ	m	no date	Wild	JM1707	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1708		Heliconius	erato	Peru HZ	m	no date	Wild	JM1708	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1712		Heliconius	erato	Peru HZ	f	no date	Wild	JM1712	"Carretera Barranquitas, km 63 T-Y"	DS27	Peru						wild
JM1908		Heliconius	erato	Peru HZ	f	no date	Wild	JM1908	"Above Pachiza, Malposos del Rio Huallbamba 300M"	DS00	Peru						wild
JM1909		Heliconius	erato	Peru HZ	m	no date	Wild	JM1909	"Above Pachiza, Malposos del Rio Huallabamba 300 M"	DS00	Peru						wild
JM1910		Heliconius	erato	Peru HZ	m	no date	Wild	JM1910	"Above Pachiza, Malposos del Rio Huallabamba 300 M"	DS00	Peru						wild
JM1911		Heliconius	erato	Peru HZ	f	no date	Wild	JM1911	"Above Pachiza, Malposos del Rio Huallabamba 300 M"	DS00	Peru						wild
JM1912		Heliconius	erato	Peru HZ	m	no date	Wild	JM1912	"Above Pachiza, Malposos del Rio Huallabamba 300 M"	DS00	Peru						wild
JM1913		Heliconius	erato	Peru HZ	m	no date	Wild	JM1913	"Above Pachiza, Malposos del Rio Huallabamba 300 M"	DS00	Peru						wild
JM1916		Heliconius	melpomene	Peru HZ (amaryllis)	m	no date	Wild	JM1916									wild
JM1917		Heliconius	melpomene	Peru HZ (amaryllis)	m	no date	Wild	JM1917									wild
JM1919		Heliconius	melpomene	Peru HZ (amaryllis)	m	no date	Wild	JM1919									wild
JM1926		Heliconius	erato	Peru HZ	f	no date	Wild	JM1926	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS13	Peru						wild
JM1931		Heliconius	erato	Peru HZ	m	no date	Wild	JM1931	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS13	Peru						wild
JM1932		Heliconius	erato	Peru HZ	f	no date	Wild	JM1932	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS13	Peru						wild
JM2144		Heliconius	erato	Peru HZ	m	no date	Wild	JM2144	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
JM2145		Heliconius	erato	Peru HZ	m	no date	Wild	JM2145	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
